g6,edges,alpha,theta,gap,ratio,theta_ub,status
M?AAD@oXDcROFOA{?,27,5,5.9624790273,0.9624790273,1.1924958055,6.03791638,Solved
M?AA@AWs@S@yTQFo?,27,5,5.9624756927,0.9624756927,1.1924951385,6.02750903,Solved
M?AA@BOi?e@wUOJg?,25,5,5.9624746911,0.9624746911,1.1924949382,6.03654343,Solved
M?AAD@OJBgTCAwN_?,26,5,5.9624688946,0.9624688946,1.1924937789,6.04990180,Solved
M?AADBOIdoDcTO^??,27,5,5.9624676602,0.9624676602,1.1924935320,6.02946968,Solved
M?AAD@OX@cF_agBY?,25,5,5.9624606006,0.9624606006,1.1924921201,6.00070263,Solved
M?AAD?oU?kM_AwqI?,25,5,5.9624578808,0.9624578808,1.1924915762,6.02171676,Solved
M?AAD?WHM_D`m_Au?,26,5,5.9624572621,0.9624572621,1.1924914524,6.01194169,Solved
M?AA@agXCc@YJ_s@_,26,5,5.9624557183,0.9624557183,1.1924911437,6.00956649,Solved
M?AA@AW[@sEoqOBs?,26,5,5.9624557176,0.9624557176,1.1924911435,6.00843420,Solved
M?AA@aHw?sK`L_m_?,26,5,5.9624557166,0.9624557166,1.1924911433,6.02181147,Solved
M?AA@AWT@cPWRQ^??,26,5,5.9624557155,0.9624557155,1.1924911431,6.00776582,Solved
M?AADBOY@[F_DSIg_,27,5,5.9624557153,0.9624557153,1.1924911431,6.00115102,Solved
M?AADBOI`wL_DSJg?,27,5,5.9624557152,0.9624557152,1.1924911430,6.00334437,Solved
M?AA@ags?kHHV?g`_,26,5,5.9624557150,0.9624557150,1.1924911430,6.00067586,Solved
M?AA@AW[@kF_qOBs?,26,5,5.9624557150,0.9624557150,1.1924911430,6.00910135,Solved
M?AAD@oTDcAwakBw?,28,5,5.9624554882,0.9624554882,1.1924910976,6.04223262,Solved
M?AA@BOJ?uV?Bwcs?,27,5,5.9624516695,0.9624516695,1.1924903339,6.01935156,Solved
M?AEB?WHHoM_eOFo?,26,5,5.9624499527,0.9624499527,1.1924899905,6.00489391,Solved
M?AADBOY@WAoBoce?,25,5,5.9624499522,0.9624499522,1.1924899904,6.02261757,Solved
M?AA@BOJ?{M_ccFo?,26,5,5.9624499521,0.9624499521,1.1924899904,6.00786521,Solved
M?AAD?oq?[M_Doah?,25,5,5.9624499517,0.9624499517,1.1924899903,6.01058687,Solved
M?AA@BOT@TEocoeo?,26,5,5.9624499512,0.9624499512,1.1924899902,6.01668720,Solved
M?AAD?oq?kHcM_Aw?,24,5,5.9624376459,0.9624376459,1.1924875292,6.02427449,Solved
M?AAD?wT?Ubo{?ic?,27,5,5.9624331798,0.9624331798,1.1924866360,6.03234083,Solved
M?AAD?oq?UBo^?LE?,26,5,5.9624245133,0.9624245133,1.1924849027,6.01633744,Solved
M?AA@AOU@gDSROAy?,24,5,5.9624141281,0.9624141281,1.1924828256,6.00808901,Solved
M?AAD@oT?sPSN_Bw?,27,5,5.9623982192,0.9623982192,1.1924796438,6.02307127,Solved
M?AA@agX?kPI]?ec?,26,5,5.9623982145,0.9623982145,1.1924796429,6.03120113,Solved
M?AEB?WHHwJ_cSFo?,27,5,5.9623982142,0.9623982142,1.1924796428,6.01847673,Solved
M?AAD?oT@[BoakBw?,27,5,5.9623982136,0.9623982136,1.1924796427,6.01979849,Solved
M?AA@agX?kPI}?ec?,27,5,5.9623982136,0.9623982136,1.1924796427,6.00319954,Solved
M?AA@agX?kPI{?ec?,26,5,5.9623982120,0.9623982120,1.1924796424,6.02890120,Solved
M?AA@_gaRGAqu?ea?,25,5,5.9623875011,0.9623875011,1.1924775002,6.02706461,Solved
M?AAD?WHM_UO^?RP?,26,5,5.9623760068,0.9623760068,1.1924752014,6.01177473,Solved
M?AA@AWT?{]?icBp?,27,5,5.9623696499,0.9623696499,1.1924739300,6.02691222,Solved
M?AA@BOiDcHgUOJg?,26,5,5.9623621604,0.9623621604,1.1924724321,6.00251133,Solved
M?AEB?WLCq]?HgFo?,27,5,5.9623592837,0.9623592837,1.1924718567,6.02548727,Solved
M?AA@BOLDoBoBoqS?,26,5,5.9623529134,0.9623529134,1.1924705827,6.02048599,Solved
M?AA@aHw?lRO]?XH?,27,5,5.9623527467,0.9623527467,1.1924705493,6.00820927,Solved
M?AA@BOL?{@wqS}??,27,5,5.9623527445,0.9623527445,1.1924705489,6.01037809,Solved
M?AE@`HJ?]UC]?Lg?,28,5,5.9623527417,0.9623527417,1.1924705483,6.00184008,Solved
M?AA@BOVBgRGaoJg?,27,5,5.9623527410,0.9623527410,1.1924705482,6.01032318,Solved
M?AA@BOmDSIgBwVO?,28,5,5.9623527404,0.9623527404,1.1924705481,6.00223341,Solved
M?AE@`HYD`@wN?Lg?,28,5,5.9623527404,0.9623527404,1.1924705481,6.00700472,Solved
M?AAD@oBeoTOFOTP?,27,5,5.9623527401,0.9623527401,1.1924705480,6.01587913,Solved
M?AA@BOmDcJGROJg?,27,5,5.9623527400,0.9623527400,1.1924705480,6.01159325,Solved
M?AADBOVBoDSBoTP?,28,5,5.9623527396,0.9623527396,1.1924705479,6.00339648,Solved
M?AADBOm?\IgM_RO?,27,5,5.9623420065,0.9623420065,1.1924684013,6.02384901,Solved
M?AAD?oT@wFOagBw?,26,5,5.9623410038,0.9623410038,1.1924682008,6.02624068,Solved
M?AA@bGX?sAsao}??,26,5,5.9623366377,0.9623366377,1.1924673275,6.02562757,Solved
M?AEB?Wk?]FOPKZ??,26,5,5.9623299834,0.9623299834,1.1924659967,6.04269927,Solved
M?AAD@WHe_hgN?m_?,27,5,5.9623273667,0.9623273667,1.1924654733,6.03140884,Solved
M?AAD@OJDcM_CsiG_,26,5,5.9623238430,0.9623238430,1.1924647686,6.01982899,Solved
M?ABA_gaQWIcm?cI?,25,5,5.9623173890,0.9623173890,1.1924634778,6.00972355,Solved
M?AAF@cE_yM_agk_?,27,5,5.9623113807,0.9623113807,1.1924622761,6.05181701,Solved
M?AEB?cuBgBoaWEw?,28,5,5.9623113406,0.9623113406,1.1924622681,6.04659471,Solved
M?AAD?oq?kHcN?Bw?,25,5,5.9622882306,0.9622882306,1.1924576461,6.06414332,Solved
M?AAD@OLDPDoFOA{?,26,5,5.9622690313,0.9622690313,1.1924538063,6.03052994,Solved
M?AA@_gsAW@qcge_?,24,5,5.9622621990,0.9622621990,1.1924524398,6.01934989,Solved
M?AAD@WH`wUOuCRP?,28,5,5.9622131039,0.9622131039,1.1924426208,6.04057706,Solved
M?AAD?WHM_@hN?ec?,25,5,5.9622080284,0.9622080284,1.1924416057,6.00049481,Solved
M?AA@bGR@LBou?kc?,27,5,5.9622063160,0.9622063160,1.1924412632,6.04000169,Solved
M?AAD?WXDcHgEsN_?,27,5,5.9622016983,0.9622016983,1.1924403397,6.03602229,Solved
M?AAD@OMAwTOBWJg?,26,5,5.9621942001,0.9621942001,1.1924388400,6.07832849,Solved
M?AA@_gaQWQPL_u??,24,5,5.9621848879,0.9621848879,1.1924369776,6.00439514,Solved
M?AAD?sXBoBQDoec?,27,5,5.9621737631,0.9621737631,1.1924347526,6.02676495,Solved
M?AA@_gaUoROTCHe?,26,5,5.9621669270,0.9621669270,1.1924333854,6.02357856,Solved
M?AA@BOi?wAWJ_TS?,24,5,5.9621538344,0.9621538344,1.1924307669,6.02031652,Solved
M?AA@BOT@T@YN?uO?,26,5,5.9621525174,0.9621525174,1.1924305035,6.01401111,Solved
M?AA@AWs@WtO\?As_,26,5,5.9621415046,0.9621415046,1.1924283009,6.02132639,Solved
M?AAD?wTF_TOROBq?,27,5,5.9621371056,0.9621371056,1.1924274211,6.05172942,Solved
M?AAD@OX@oBoBWcc_,25,5,5.9621258779,0.9621258779,1.1924251756,6.01748772,Solved
M?AAD@OX@wFOCsiG_,26,5,5.9621244499,0.9621244499,1.1924248900,6.01266401,Solved
M?AAD?wXCcHHu?H`_,26,5,5.9621179548,0.9621179548,1.1924235910,6.02498679,Solved
M?AA@aoX?kZ?aUec?,27,5,5.9621107874,0.9621107874,1.1924221575,6.02536866,Solved
M?AA@aHYDoROTGDk?,27,5,5.9621053750,0.9621053750,1.1924210750,6.02367857,Solved
M?ABAaGBd_f_XGe_?,26,5,5.9621025494,0.9621025494,1.1924205099,6.00981552,Solved
M?AADBOIagv?AwFo?,27,5,5.9621005691,0.9621005691,1.1924201138,6.03475453,Solved
M?AA@BOi?[IaN?uO?,25,5,5.9621002377,0.9621002377,1.1924200475,6.00804860,Solved
M?AA@aHMBGAsu?ea?,26,5,5.9620894784,0.9620894784,1.1924178957,6.04369123,Solved
M?AA@BOVBgRGaoBW?,26,5,5.9620807052,0.9620807052,1.1924161410,6.05726824,Solved
M?AA@BOiDcAYUORB?,26,5,5.9620784622,0.9620784622,1.1924156924,6.01353604,Solved
M?AA@BOLDoIgqSad?,27,5,5.9620777318,0.9620777318,1.1924155464,6.01371827,Solved
M?AAD?wT?y@wy?ic?,27,5,5.9620691040,0.9620691040,1.1924138208,6.04755821,Solved
M?AA@_gaRGAqu?ci?,25,5,5.9620670194,0.9620670194,1.1924134039,6.01125078,Solved
M?AA@agwAg@We_Fc?,25,5,5.9620639017,0.9620639017,1.1924127803,6.02854104,Solved
M?AA@agXE_BOAsJa?,25,5,5.9620582723,0.9620582723,1.1924116545,6.01090809,Solved
M?AAD@oIag@Xe_Fo?,26,5,5.9620582682,0.9620582682,1.1924116536,6.01254273,Solved
M?AAD@OXDPDoAsN_?,26,5,5.9620582637,0.9620582637,1.1924116527,6.00792503,Solved
M?AA@agwAg@WN_Dk?,26,5,5.9620575377,0.9620575377,1.1924115075,6.01879667,Solved
M?AADBOUQYV?Bgm_?,28,5,5.9620543212,0.9620543212,1.1924108642,6.03090148,Solved
M?AAD?WHJg\?SSDp?,26,5,5.9620524983,0.9620524983,1.1924104997,6.01728310,Solved
M?AA@AOY?{Awi_Jg?,25,5,5.9620332714,0.9620332714,1.1924066543,6.00728015,Solved
M?AAD?oT?kDQ}?qI?,26,5,5.9620243006,0.9620243006,1.1924048601,6.00825332,Solved
M?AA@BORCc@s^?eo?,26,5,5.9620214831,0.9620214831,1.1924042966,6.00610542,Solved
M?AAD@OLDoDoBwak?,27,5,5.9620194518,0.9620194518,1.1924038904,6.03334911,Solved
M?AAD@oX?wUOagBX?,26,5,5.9620130492,0.9620130492,1.1924026098,6.02867903,Solved
M?AAD?w[?kIgBsad?,27,5,5.9620122461,0.9620122461,1.1924024492,6.02498810,Solved
M?AADBOY@WBOCqIg?,24,5,5.9620065893,0.9620065893,1.1924013179,6.00891943,Solved
M?AA@AOT@wFOqOas?,25,5,5.9620043333,0.9620043333,1.1924008667,6.01018190,Solved
M?AAD@OM@[@[e_X@_,26,5,5.9619977801,0.9619977801,1.1923995560,6.01908996,Solved
M?AADAoY?w@wTOi__,26,5,5.9619951781,0.9619951781,1.1923990356,6.03498855,Solved
M?AAD@oT?sDoakBw?,27,5,5.9619939585,0.9619939585,1.1923987917,6.01645731,Solved
M?AEB?WHIwM_eOFo?,27,5,5.9619933788,0.9619933788,1.1923986758,6.01708695,Solved
M?AAD?cmEoBWDoUW?,27,5,5.9619933761,0.9619933761,1.1923986752,6.00518681,Solved
M?AA@aHX?kV?ec}??,27,5,5.9619933761,0.9619933761,1.1923986752,6.00067887,Solved
M?AAD?oqDSBgEoRW?,26,5,5.9619933743,0.9619933743,1.1923986749,6.01194438,Solved
M?AAD?cmEoIKDoFo?,27,5,5.9619933741,0.9619933741,1.1923986748,6.01078721,Solved
M?AAD@OJ@sROUOHH_,26,5,5.9619933740,0.9619933740,1.1923986748,6.02024696,Solved
M?AAD@OX@cDoecA{?,26,5,5.9619933726,0.9619933726,1.1923986745,6.00862207,Solved
M?AAD?cmBgBKUOm_?,27,5,5.9619933724,0.9619933724,1.1923986745,6.00453976,Solved
M?AEB?WHJgN?eOFo?,27,5,5.9619933718,0.9619933718,1.1923986744,6.00076006,Solved
M?AAD?cmF_BWFOeg?,27,5,5.9619933715,0.9619933715,1.1923986743,6.01391195,Solved
M?AAD?oqDS@wFoRW?,27,5,5.9619933714,0.9619933714,1.1923986743,6.00496948,Solved
M?AEB?WHHwM_eOFo?,27,5,5.9619933713,0.9619933713,1.1923986743,6.00883074,Solved
M?AA@aHX?k\?]?ec?,26,5,5.9619933710,0.9619933710,1.1923986742,6.01466554,Solved
M?AA@BOT@TROeoN_?,27,5,5.9619933710,0.9619933710,1.1923986742,6.00629070,Solved
M?AADAoY?[BgTOi__,26,5,5.9619933707,0.9619933707,1.1923986741,6.02009280,Solved
M?AA@?WsAWDqcqm_?,26,5,5.9619841058,0.9619841058,1.1923968212,6.01795078,Solved
M?AA@AW[DcEoasqP?,27,5,5.9619735185,0.9619735185,1.1923947037,6.02706252,Solved
M?AAD?sY?eH`N_k`?,27,5,5.9619680182,0.9619680182,1.1923936036,6.04415205,Solved
M?AAD?oT?kN?QYBw?,26,5,5.9619666538,0.9619666538,1.1923933308,6.01409058,Solved
M?AE@`HY?w]?LgBp?,28,5,5.9619300751,0.9619300751,1.1923860150,6.01985534,Solved
M?AAD?WHJg\?SSi__,26,5,5.9619159726,0.9619159726,1.1923831945,6.02258188,Solved
M?AE@aoQVODoBwLc?,29,5,5.9619128942,0.9619128942,1.1923825788,6.02527905,Solved
M?AAD`gDaYF_yCka?,29,5,5.9619128911,0.9619128911,1.1923825782,6.02538233,Solved
M?AEB@cF`wRC}?Ew?,30,5,5.9619128874,0.9619128874,1.1923825775,6.01162551,Solved
M?AAF@cE_mF_egyA?,29,5,5.9619128869,0.9619128869,1.1923825774,6.03001000,Solved
M?AA@bGR@LZ?N_kc?,28,5,5.9619123946,0.9619123946,1.1923824789,6.05026119,Solved
M?AA@aHXDoZ?Dgec?,27,5,5.9619110471,0.9619110471,1.1923822094,6.00116084,Solved
M?AA@aHXCsTODgy?_,27,5,5.9619110467,0.9619110467,1.1923822093,6.00126180,Solved
M?AA@ags?UK`M_Jc?,26,5,5.9619110448,0.9619110448,1.1923822090,6.01858462,Solved
M?AADBOM?]Awi_TO_,27,5,5.9619110428,0.9619110428,1.1923822086,6.02349302,Solved
M?AAD?sXAoUOagQX?,26,5,5.9619110427,0.9619110427,1.1923822085,6.01041106,Solved
M?AADBOM?yHgi_Bw?,27,5,5.9619110427,0.9619110427,1.1923822085,6.01604897,Solved
M?AA@aHw?kBQ\?}??,26,5,5.9619110421,0.9619110421,1.1923822084,6.03065780,Solved
M?AA@?Ws@gTOaqBs?,25,5,5.9619062009,0.9619062009,1.1923812402,6.00339281,Solved
M?AEB?WLBWCsqCCR_,27,5,5.9618878009,0.9618878009,1.1923775602,6.03109091,Solved
M?AA@_gaRGAqm_ci?,26,5,5.9618849505,0.9618849505,1.1923769901,6.03186838,Solved
M?AAD?WHM_F_ROAq?,24,5,5.9618817542,0.9618817542,1.1923763508,6.00043956,Solved
M?AA@aHY?kRO}?XH?,27,5,5.9618816829,0.9618816829,1.1923763366,6.01700684,Solved
M?AA@_gsAWXGL_ca?,24,5,5.9618811971,0.9618811971,1.1923762394,6.00123211,Solved
M?AEB?WHM_eo^?Es?,28,5,5.9618800776,0.9618800776,1.1923760155,6.03399901,Solved
M?AA@_gaQWQDL_m??,24,5,5.9618800031,0.9618800031,1.1923760006,6.00313742,Solved
M?AAD@oT@[FOA{ic?,28,5,5.9618716508,0.9618716508,1.1923743302,6.02112721,Solved
M?AEB?WHKa|?J_Fo?,27,5,5.9618707588,0.9618707588,1.1923741518,6.04002284,Solved
M?AA@AWVBgHgi_aq?,27,5,5.9618691106,0.9618691106,1.1923738221,6.01829061,Solved
M?AADBOMDS@wFoTQ?,28,5,5.9618683652,0.9618683652,1.1923736730,6.01902339,Solved
M?AA@aHY@KIc}?i`?,27,5,5.9618683646,0.9618683646,1.1923736729,6.01765624,Solved
M?AA@aHX?lUOm_yA?,28,5,5.9618683614,0.9618683614,1.1923736723,6.00586026,Solved
M?ABAaGJDoDgccOJ_,27,5,5.9618683614,0.9618683614,1.1923736723,6.03353896,Solved
M?AADBOMDSBgFoTQ?,28,5,5.9618683609,0.9618683609,1.1923736722,6.02364117,Solved
M?AA@aHwBgL_DcBs?,27,5,5.9618683601,0.9618683601,1.1923736720,6.00729714,Solved
M?AA@aHX?lV?m_yA?,28,5,5.9618683598,0.9618683598,1.1923736720,6.00694599,Solved
M?AA@aHX?lTOm_yA?,28,5,5.9618683593,0.9618683593,1.1923736719,6.00308822,Solved
M?AA@aH[@[\?BsN_?,28,5,5.9618683586,0.9618683586,1.1923736717,6.01568879,Solved
M?AA@b_HagV?aUia?,27,5,5.9618683584,0.9618683584,1.1923736717,6.01743807,Solved
M?AA@aH[@w@yN_}??,29,5,5.9618683580,0.9618683580,1.1923736716,6.00080838,Solved
M?AAD@omDSHgFOBw?,28,5,5.9618683579,0.9618683579,1.1923736716,6.00890692,Solved
M?AA@b_TDoROAwFg?,27,5,5.9618683578,0.9618683578,1.1923736716,6.04148372,Solved
M?AADBOMDSBWFoTQ?,28,5,5.9618683577,0.9618683577,1.1923736715,6.01430792,Solved
M?AAD@oRDoTOFOBw?,27,5,5.9618683573,0.9618683573,1.1923736715,6.01924663,Solved
M?AA@aH[@[F_Bs}??,28,5,5.9618683572,0.9618683572,1.1923736714,6.03646501,Solved
M?AA@aH[@[FOBs}??,28,5,5.9618683572,0.9618683572,1.1923736714,6.00853824,Solved
M?AAD@oFOmV?i_TO_,28,5,5.9618683571,0.9618683571,1.1923736714,6.01681470,Solved
M?AADBOMDSAwFoTQ?,28,5,5.9618683570,0.9618683570,1.1923736714,6.02100657,Solved
M?AA@b_T@sV?AwFg?,27,5,5.9618683568,0.9618683568,1.1923736714,6.02563408,Solved
M?AAD?wFQiUOy?Do_,28,5,5.9618683563,0.9618683563,1.1923736713,6.02196570,Solved
M?AA@b_T@sROA{Fg?,28,5,5.9618683563,0.9618683563,1.1923736713,6.00244083,Solved
M?AAD?Ws@c@gHg^??,24,5,5.9618660490,0.9618660490,1.1923732098,6.03573724,Solved
M?AADAoYAWBOCqVO?,25,5,5.9618611082,0.9618611082,1.1923722216,6.06559418,Solved
M?AA@AW[DcPW^?RQ?,27,5,5.9618556813,0.9618556813,1.1923711363,6.01494752,Solved
M?AADAoY?eH`Fom_?,27,5,5.9618546447,0.9618546447,1.1923709289,6.03712864,Solved
M?AA@BOR@cBge_Bg?,24,5,5.9618499073,0.9618499073,1.1923699815,6.01486911,Solved
M?AAD?oT@wFOBwak?,27,5,5.9618298565,0.9618298565,1.1923659713,6.03246685,Solved
M?AA@BOyCqDSEoDT?,27,5,5.9618038182,0.9618038182,1.1923607636,6.01575090,Solved
M?AAD?w{DSHgV?Bs?,28,5,5.9618013384,0.9618013384,1.1923602677,6.05567101,Solved
M?AA@AWs@WtOTO\??,25,5,5.9618002711,0.9618002711,1.1923600542,6.01215324,Solved
M?AA@aHwAYKcm?cb?,27,5,5.9617972495,0.9617972495,1.1923594499,6.01263818,Solved
M?AA@AWs@cPWJ_BU?,25,5,5.9617656551,0.9617656551,1.1923531310,6.01582845,Solved
M?AAD?wT@S`wVO{@?,28,5,5.9617575718,0.9617575718,1.1923515144,6.03637589,Solved
M?AA@AOU@SAhZ?Bw?,24,5,5.9617555110,0.9617555110,1.1923511022,6.01363137,Solved
M?AAD?WX@c]?BoQQ?,24,5,5.9617526174,0.9617526174,1.1923505235,6.01118676,Solved
M?AA@AWT@S|?DoF_?,25,5,5.9617525535,0.9617525535,1.1923505107,6.03935159,Solved
M?ABAaGEdoJ_gSPM?,27,5,5.9617523610,0.9617523610,1.1923504722,6.03736617,Solved
M?AA@AOU@gHgAyJg?,25,5,5.9617372665,0.9617372665,1.1923474533,6.01593647,Solved
M?AADBOm?]IgF_i`?,28,5,5.9617241272,0.9617241272,1.1923448254,6.04057278,Solved
M?AA@AWTDSQWUOZ@?,26,5,5.9616942780,0.9616942780,1.1923388556,6.03136563,Solved
M?AA@AWV@wQWi_TO_,27,5,5.9616833162,0.9616833162,1.1923366632,6.02912777,Solved
M?AA@AWTDSQWVOZ@?,27,5,5.9616733467,0.9616733467,1.1923346693,6.00740905,Solved
M?AAD?oqDSCqFOVO?,26,5,5.9616561827,0.9616561827,1.1923312365,6.01227890,Solved
M?AADAoY?kHHBoi_?,25,5,5.9616561772,0.9616561772,1.1923312354,6.01182969,Solved
M?AA@_gaQWQPu?Lc?,25,5,5.9616561760,0.9616561760,1.1923312352,6.01571788,Solved
M?AAD?oqDSCqV?VO?,26,5,5.9616561758,0.9616561758,1.1923312352,6.01738460,Solved
M?AAD@oR?sM_BgKc?,25,5,5.9616561756,0.9616561756,1.1923312351,6.02967937,Solved
M?AAD@Oi@gDcAYDs?,25,5,5.9616561754,0.9616561754,1.1923312351,6.01094211,Solved
M?AAD?oqDSCqROVO?,26,5,5.9616561751,0.9616561751,1.1923312350,6.00149234,Solved
M?AAD@OL@wTOAsDo?,25,5,5.9616561751,0.9616561751,1.1923312350,6.00605360,Solved
M?AA@BOJ?VM_coL_?,25,5,5.9616561750,0.9616561750,1.1923312350,6.01777072,Solved
M?AAD?oqDSCqUOVO?,26,5,5.9616561745,0.9616561745,1.1923312349,6.01287311,Solved
M?AA@aoX?kPIyAm_?,27,5,5.9616478228,0.9616478228,1.1923295646,6.02166895,Solved
M?AA@aHwAWMcBsDk?,28,5,5.9616478102,0.9616478102,1.1923295620,6.01914350,Solved
M?AA@AOYAwIgm_Ih?,26,5,5.9616337594,0.9616337594,1.1923267519,6.00945227,Solved
M?AA@bGX?sAs}?as?,27,5,5.9616287995,0.9616287995,1.1923257599,6.03276109,Solved
M?AA@AWTDc\?RODp?,26,5,5.9616259416,0.9616259416,1.1923251883,6.00103631,Solved
M?AAD?oT?kL_AwQY?,25,5,5.9616223490,0.9616223490,1.1923244698,6.00719388,Solved
M?AA@AWVBgQWqOL__,27,5,5.9616203781,0.9616203781,1.1923240756,6.02540163,Solved
M?AA@AW{DSBgUOBs?,27,5,5.9616203761,0.9616203761,1.1923240752,6.03823958,Solved
M?AA@AWV@kQWZ?qQ?,27,5,5.9616203760,0.9616203760,1.1923240752,6.00803444,Solved
M?AA@AWTDc\?VODp?,27,5,5.9616203753,0.9616203753,1.1923240751,6.00773659,Solved
M?AA@AW\@sYGJ_as?,27,5,5.9616203742,0.9616203742,1.1923240748,6.01089557,Solved
M?AA@AW[CeTO^?TP?,27,5,5.9616203742,0.9616203742,1.1923240748,6.00817429,Solved
M?AA@AW{DSBgVOBs?,28,5,5.9616203731,0.9616203731,1.1923240746,6.00891248,Solved
M?AA@AOq?wDcDsm_?,25,5,5.9616073538,0.9616073538,1.1923214708,6.00067343,Solved
M?AAD@OXDSF_AsFo?,26,5,5.9616071848,0.9616071848,1.1923214370,6.04428233,Solved
M?AADBOm?\JGJ_VO?,28,5,5.9616049633,0.9616049633,1.1923209927,6.02935763,Solved
M?AAD?oq?kTOUOTP?,25,5,5.9616039881,0.9616039881,1.1923207976,6.03599483,Solved
M?AAD?oTBoROQWak?,26,5,5.9615970245,0.9615970245,1.1923194049,6.02219717,Solved
M?AADAoYAWVOCuFo?,28,5,5.9615934202,0.9615934202,1.1923186840,6.02424913,Solved
M?AAD?oUBgFOQWai?,26,5,5.9615896440,0.9615896440,1.1923179288,6.03638269,Solved
M?AAD?oq?UI`RGDs?,25,5,5.9615849779,0.9615849779,1.1923169956,6.00873332,Solved
M?AAD?sXCcAwec^??,27,5,5.9615547904,0.9615547904,1.1923109581,6.02016667,Solved
M?AA@BOT@TF_aouO?,26,5,5.9615362829,0.9615362829,1.1923072566,6.02059080,Solved
M?AA@AOT@wFOAsuO?,25,5,5.9615285404,0.9615285404,1.1923057081,6.02052433,Solved
M?AA@aHYDoRODk\G?,28,5,5.9615274617,0.9615274617,1.1923054923,6.02285999,Solved
M?AA@AOT@wFOasuO?,26,5,5.9615233484,0.9615233484,1.1923046697,6.01947284,Solved
M?AA@agwAg@We_Dg?,24,5,5.9615210774,0.9615210774,1.1923042155,6.04738708,Solved
M?AAD?WHM_@WN?m_?,24,5,5.9615079580,0.9615079580,1.1923015916,6.00988539,Solved
M?AAD?Ws@SCeRON??,24,5,5.9615052201,0.9615052201,1.1923010440,6.03071672,Solved
M?AA@?Ws@wUOBoRP?,25,5,5.9614816604,0.9614816604,1.1922963321,6.01090759,Solved
M?AADBOFAiN?AwIi?,27,5,5.9614730845,0.9614730845,1.1922946169,6.03503699,Solved
M?AAD?wT?{]?icAt?,28,5,5.9614727253,0.9614727253,1.1922945451,6.03718152,Solved
M?AAD?sX?s\?FOeC?,25,5,5.9614608098,0.9614608098,1.1922921620,6.00986487,Solved
M?AA@BOJ?{J_coBw?,26,5,5.9614608096,0.9614608096,1.1922921619,6.01505666,Solved
M?AA@BOJ?VJ_coF_?,25,5,5.9614608064,0.9614608064,1.1922921613,6.02770712,Solved
M?AA@BOR@c@se_VO?,25,5,5.9614608049,0.9614608049,1.1922921610,6.02177545,Solved
M?AA@AOY?uDoUODs?,25,5,5.9614608045,0.9614608045,1.1922921609,6.00584085,Solved
M?AA@bGR@STODgTB?,26,5,5.9614608044,0.9614608044,1.1922921609,6.00949789,Solved
M?AAD?oq?[RORODs?,25,5,5.9614608039,0.9614608039,1.1922921608,6.02967373,Solved
M?AAD?oq?]Hge_Ds?,26,5,5.9614608039,0.9614608039,1.1922921608,6.00448882,Solved
M?AA@_gsAW@qi_TG_,25,5,5.9614608036,0.9614608036,1.1922921607,6.01041546,Solved
M?AA@BOiCs@sTOVO?,26,5,5.9614608032,0.9614608032,1.1922921606,6.02017116,Solved
M?AA@aHwBGBOFCi_?,24,5,5.9614579560,0.9614579560,1.1922915912,6.00513245,Solved
M?AA@_gs?Yj_N_gb?,27,5,5.9614465782,0.9614465782,1.1922893156,6.02766023,Solved
M?AADAoX?s@Y^?VO?,27,5,5.9614374376,0.9614374376,1.1922874875,6.04131338,Solved
M?AAD?WHM_UOAqN_?,25,5,5.9614320868,0.9614320868,1.1922864174,6.01657693,Solved
M?ABAaGEdoJ_PMgT?,28,5,5.9614234175,0.9614234175,1.1922846835,6.03338222,Solved
M?AA@AW[?UfON_uO?,27,5,5.9614187254,0.9614187254,1.1922837451,6.01193579,Solved
M?AADb_FFOFODgRO?,27,5,5.9613829516,0.9613829516,1.1922765903,6.04585470,Solved
M?AAD?wT?]TOVO{A?,28,5,5.9613633688,0.9613633688,1.1922726738,6.04208777,Solved
M?AADBOIagv?AwVO?,27,5,5.9613404759,0.9613404759,1.1922680952,6.03844130,Solved
M?AA@BOR@oRGk_Jg?,25,5,5.9613370381,0.9613370381,1.1922674076,6.00444091,Solved
M?AA@AOTCsF_AwJg?,25,5,5.9613347920,0.9613347920,1.1922669584,6.01788381,Solved
M?AA@?WsBWHgJck`?,26,5,5.9613307778,0.9613307778,1.1922661556,6.01765554,Solved
M?AAD?w[AWUODoAs?,25,5,5.9613186106,0.9613186106,1.1922637221,6.03205815,Solved
M?AA@aHw?k@qu?TG?,25,5,5.9612841002,0.9612841002,1.1922568200,6.03418216,Solved
M?AAD@OIAwROJGcc_,25,5,5.9612809719,0.9612809719,1.1922561944,6.00206208,Solved
M?AAD?oDDoJGagBw?,25,5,5.9612673319,0.9612673319,1.1922534664,6.00525621,Solved
M?AAD@OX?sTCN?A{?,25,5,5.9612433975,0.9612433975,1.1922486795,6.03001737,Solved
M?AAD?oqCsAq\?ag_,26,5,5.9612388200,0.9612388200,1.1922477640,6.00783694,Solved
M?AAD@OM@KROBoUQ?,25,5,5.9612132369,0.9612132369,1.1922426474,6.01290153,Solved
M?AAD?oUARM_m_ah?,27,5,5.9612057728,0.9612057728,1.1922411546,6.03387720,Solved
M?AAD?oeAg@sROai?,25,5,5.9612014008,0.9612014008,1.1922402802,6.04286117,Solved
